aa	啊啊|吖吖|阿阿
baiyun	白云|白晕|白芸
baiyunan	白云庵
baiyunbinguan	白云宾馆
baiyuncanggou	白云苍狗
baiyuncun	白云村
baiyundadaobei	白云大道北
baiyundaidaobei	白云大道北
baiyundaisha	白云大厦
baiyundaixia	白云大厦
baiyundankuang	白云石矿
baiyundasha	白云大厦
baiyundaxia	白云大厦
baiyundong	白云洞
baiyunguan	白云观
baiyungufei	白云孤飞
baiyunhuayuan	白云花园
baiyunjian	百韵笺
baiyunjie	白云街
baiyunju	白云居
baiyunkuang	白云矿
baiyunkuangou	白云矿区
baiyunkuangqu	白云矿区
baiyunlou	白云楼
baiyunlu	白云路
baiyunluzongzhan	白云路总站
baiyunmiaopu	白云苗圃
baiyunnongpishichang	白云农批市场
baiyunouyiyuan	白云区医院
baiyunpeijiangongsi	白云配件公司
baiyunpian	白云篇
baiyunqiao	白云桥
baiyunqiaoxi	白云桥西
baiyunqingshe	白云亲舍
baiyunqinshe	白云亲舍
baiyunqu	白云区
baiyunquyiyuan	白云区医院
baiyunren	白云人
baiyunshan	白云山
baiyunshanjiao	白云山脚
baiyunshanjue	白云山脚
baiyunshanlu	白云山路
baiyunshanzhiyaoan	白云山制药厂
baiyunshanzhiyaochang	白云山制药厂
baiyunshanzhuang	白云山庄
baiyunshenchu	白云深处
baiyunsheng	白云省
baiyunsheou	白云社区
baiyunshequ	白云社区
baiyunshi	白云士
baiyunshikuang	白云石矿
baiyunsi	白云司|白云寺
baiyunsongtao	白云松涛
baiyunsuodao	白云索道
baiyunting	白云亭
baiyunwanwang	白云晚望
baiyunxiang	白云乡
baiyunxiaoou	白云小区
baiyunxiaoqu	白云小区
baiyunxincun	白云新村
baiyunxing	白云省
baiyunxinyu	白云新寓
baiyunxuejiao	白云学校
baiyunxuexiao	白云学校
baiyunyao	白云謡
baiyunyuan	白云园
baiyunzai	白云仔
baiyunzi	白云仔
baiyupan	白玉盘
baiyuruzhou	白鱼入舟
baiyushan	白羽扇
baiyushanjiedao	白玉山街道
baiyushi	白玉石
baiyushusheng	白羽书生
baiyusixiang	柏峪寺乡
baiyusuche	白舆素车
baiyusuju	白舆素车
baiyutang	白玉堂
baiyutanlu	白鱼潭路
baiyutanyuanyichang	白渔潭园艺场
baiyutuan	白玉团
baiyuwang	百谷王
baiyuweixia	白玉微瑕
baiyuwuxia	白玉无瑕
baiyuxi	白玉玺
baiyuying	白玉婴
baiyuyu	白玉腴
baiyuzhou	白玉轴
baizai	摆在|百载|白灾
baizaishuren	百载树人
baizao	白枣|白皁|白皂
baizaota	白糟踏
baizaxiang	百杂香|白扎乡
baize	百则|白泽|白帻
baizei	白贼
baizeng	百增
baizeweizei	败则为贼
baizhai	白斋|白翟
baizhan	百盏|百醆|百战|白毡|白旃|白战
baizhanbaibai	百战百败
baizhanbaisheng	百战百胜
baizhanbudai	百战不殆
baizhandundai	百战不殆
baizhang	百丈|百障|百嶂|白章|百长
baizhangdonglu	百丈东路
baizhanggantou	百丈竿头
baizhangkeng	百丈坑
baizhanglu	百丈路
baizhangxu	百丈须
baizhangzui	白张嘴
baizhanjia	白战家
baizhanjie	白战家
baizhantan	白旃檀
baizhanwuqian	百战无前
baizhao	百兆|白旐|白着
baizhaoju	白招矩|白招拒
baizhaonaoxin	百爪挠心
baizhaxiang	白扎乡
baizhazi	白札子
baizhe	摆着|百折|百蛰|百谪|白柘|白着
baizhebucui	百折不摧
baizhebuhui	百折不回
baizhebunao	百折不挠
baizhebuqu	百折不屈
baizhebuyi	百折不移
baizheduncui	百折不摧
baizhedunhui	百折不回
baizhedunnao	百折不挠
baizhedunqu	百折不屈
baizhedunyi	百折不移
baizhen	百沴
baizheng	摆正
baizheqianhui	百折千回
baizhequn	百折裙|百褶裙
baizhezi	白折子
baizhi	白纸|柏芝|百枝|百执|白汁|白芝|白直|白跖|白蹢|白芷|白帜|白质|白雉|百氏
baizhifang	白纸坊
baizhifanghutong	白纸坊胡同
baizhifangjie	白纸坊街
baizhifangqiaobei	白纸坊桥北
baizhifangqiaonan	白纸坊桥南
baizhiheizi	白纸黑字
baizhixi	柏枝溪
baizhizhi	百支支|百枝枝
baizhong	百种|白种|白冢|百中
baizhongbaifa	百中百发
baizhongren	白种人
baizhongsheou	白中社区
baizhongshequ	白中社区
baizhou	白昼|白粥
baizhouzhijie	柏舟之节
baizhouzhishi	柏舟之誓
baizhu	白术|白煮|白苎|白箸|白竹
baizhuan	白撰
baizhuanaoxin	百爪挠心
baizhuang	白妆|白撞|白庄
baizhuangyu	白撞雨
baizhuangzi	白庄子
baizhuanqiansheng	百啭千声
baizhuci	白苎词
baizhuge	白苎歌
baizhui	白椎
baizhuo	白浊
baizhuoqianchou	百拙千丑
baizhusha	白朱砂
baizhushan	白苎衫|白竹山
baizhushuicun	白竹水村
baizhuyuan	白竹园
baizhuyuancun	白竹园村
baizi	白梓|白字
baizihu	白字戏
baizikelike	柏孜克里克
baizimian	稗子面
baizimianmomo	稗子面馍馍
baiziqianhong	百紫千红
baiziting	百子亭
baiziwan	百子湾
baiziwanhuochezhan	百子湾火车站
baiziwanhuojuzhan	百子湾火车站
baiziwanjiayuan	百子湾家园
baiziwanjieyuan	百子湾家园
baiziwanqiao	百子湾桥
baiziwanqiaodong	百子湾桥东
baiziwanqiaoxi	百子湾桥西
baizixi	白字戏
baizongqiansui	百纵千随
baizou	白走|白奏
baizouyizao	白走一遭
baizu	白足|白族
baizuankongzi	白钻空子
baizubujiang	百足不僵
baizuchanseng	白足禅僧
baizuchanshi	白足禅师
baizugaoseng	白足高僧
baizuheshang	白足和尚
baizuhuoshang	白足和尚
baizui	白罪|白醉
baizuseng	白足僧
baizushanseng	白足禅僧
baizushanshi	白足禅师
baizuzhichong	百足之虫
bajc	不按君臣
baji	八级|吧唧|罢瘠|霸迹|八及|八极|八纪|八际
bajia	把家|八家
bajiahu	八家户
bajiahunongchang	八家户农场
bajialu	八家路
bajian	拔剑|拔尖|八奸|八犍
bajiandu	八犍度
bajianduo	八犍度
bajiang	霸强
bajianlungong	拔剑论功
bajiao	八角|芭蕉|把角|罢教
bajiaobeiludongkou	八角北路东口
bajiaocun	八角村
bajiaogu	八角鼓
bajiaohuixiang	八角茴香
bajiaojing	八角井
bajiaolou	八角楼
bajiaolouxiang	八角楼乡
bajiaolu	八角路
bajiaomao	八角帽
bajiaomiao	八角庙
bajiaonanlisheou	八角南里社区
bajiaonanlishequ	八角南里社区
bajiaonanlu	八角南路
bajiaoshan	芭蕉扇
bajiaoting	八角亭
bajiaotingcun	八角亭村
bajiaoxijie	八角西街
bajiaoxijiebeikou	八角西街北口
bajiasheou	八家社区
bajiashequ	八家社区
bajiaxiang	巴家乡
bajie	八戒|巴结|八届|八节|拔节|八阶|八家
bajiebushang	巴结不上
bajiedunshang	巴结不上
bajiefangdongsheou	八街坊东社区
bajiefangdongshequ	八街坊东社区
bajiefangxisheou	八街坊西社区
bajiefangxishequ	八街坊西社区
bajiefeng	八节风
bajiehu	八家户
bajiehunongchang	八家户农场
bajiejiumo	八街九陌
bajielu	八家路
bajieqiao	坝接桥
bajiesheou	八家社区
bajieshequ	八家社区
bajietan	八节滩
bajiexiang	巴家乡|坝街乡
bajin	巴金|罢尽|霸衿
bajinban	八斤半
bajing	八经|八景|八境
bajinglu	八经路
bajingyu	八景舆
bajinzhi	八进制
bajisitan	巴基斯坦
bajiu	八九|把酒
bajiubulishi	八九不离十
bajiuchiao	把酒持螯
bajiudunlishi	八九不离十
bajiutun	八九吞
bajiuxiang	巴久乡
bajixiang	巴集乡
baju	霸据
bajuan	罢劵|罢倦
bajue	八角|八诀
bajuebeiludongkou	八角北路东口
bajuecun	八角村
bajuegu	八角鼓
bajuehuixiang	八角茴香
bajuejing	八角井
bajuelou	八角楼
bajuelouxiang	八角楼乡
bajuelu	八角路
bajuemao	八角帽
bajuemiao	八角庙
bajuenanlisheou	八角南里社区
bajuenanlishequ	八角南里社区
bajuenanlu	八角南路
bajueting	八角亭
bajuetingcun	八角亭村
bajuexijie	八角西街
bajuexijiebeikou	八角西街北口
bajun	八俊|八骏|八儁|巴郡
bajunzi	八君子
bakai	扒开|八恺
bake	巴克|罢课|八科
bakeyangsheou	八棵杨社区
bakeyangshequ	八棵杨社区
bakeyusuo	巴克寓所
bakong	八孔
bakou	八口
bakouer	把口儿
baku	八苦
bakui	八魁
bakuidanzao	拔葵啖枣
bakuiquzhi	拔葵去织
bakun	罢困
bakuo	巴适
bakuojiedao	八廓街道
bala	巴拉|扒拉|八蜡|八落
balabukai	扒拉不开
baladunkai	扒拉不开
balagedaixiang	巴拉格歹乡
balagui	巴拉圭
balaifuwang	拔来报往|跋来报往
balake	巴拉克
balan	把揽|霸揽|八览
balang	巴郎
balanghunongchang	巴浪湖农场
balangzi	巴郎子
balanhejie	巴兰河街
balanjiliya	巴兰基利亚
balao	把牢|罢劳|罢老|八老|八络
balashen	八蜡神
balayaozuxiang	八腊瑶族乡
bale	罢了
balei	芭蕾|罢羸|罢垒
baleichaoqun	拔类超群
baleisitan	巴勒斯坦
baleiwu	芭蕾舞
baleluobodipikuan	拔了萝卜地皮宽
balengxiang	八楞乡
balesitan	巴勒斯坦
bali	巴黎|巴里|罢吏|坝里
balian	把脸
baliang	坝梁
baliao	罢了|霸僚
balibaojiedao	八里堡街道
balicun	八里村
balidao	巴厘岛
balidian	八里店
balie	罢咧|罢列|八列
balihe	八里河
balihehui	巴黎和会
balijie	八里街
balikun	巴里坤
balikunma	巴里坤马
balikunxian	巴里坤县
balikunxuan	巴里坤县
balimiao	八里庙
balimiaocunweihui	八里庙村委会
balimiaocunweikuai	八里庙村委会
balin	巴林
baling	霸陵|灞陵|八灵
balingan	霸陵岸
balingjiedao	坝陵街道
balingmuyuan	灞陵墓园
balingqiao	霸陵桥|坝陵桥
balingqiaojiedao	坝陵桥街道
balingxiang	巴岭乡
balingzuiwei	霸陵醉尉
balingzuiyu	霸陵醉尉
balinlu	巴林路
balipujiedao	八里堡街道
baliqiao	八里桥
baliqiaobeizhan	八里桥北站
baliqiaosheou	八里桥社区
baliqiaoshequ	八里桥社区
balitai	八里台
balitailijiaoqiao	八里台立交桥
balitun	八里屯
baliu	霸留|八流
baliuzi	八六子
baliwan	八里湾
balixiaoou	八里小区
balixiaoqu	八里小区
balizhuang	八里庄
balizhuangbeili	八里庄北里
balizhuanglu	八里庄路
balizhuanglubei	八里庄路北
balizhuangnanli	八里庄南里
balizhun	八里屯
balizuihaohongwei	灞曞厜灏鸿浘
balong	罢癃|八龙
balongxiang	巴隆乡
balou	罢露
balu	八路|罢露|罢潞
baluan	八銮
balue	霸略
balujun	八路军
balujunbanshichu	八路军办事处
balun	罢论|霸论
baluntai	巴仑台
baluo	八络|八落
baluzi	八六子
balvshanchuan	跋履山川
bama	爸妈|罢马
bamai	把脉
bamalu	八马路
bamalujiedao	八马路街道
baman	霸蛮|八蛮
bamaojishi	拔毛济世
bamaolianru	拔毛连茹|拔茅连茹
bamaozhou	芭茅洲
bamaxian	巴马县
bamaxuan	巴马县
bamazi	把马子
bamei	八眉|八美
bamen	把门|霸门
bamenchengzhen	八门城镇
bamencun	八门村
bameng	罢甿
bami	八米
bamian	罢免|八面
bamianjianguang	八面见光
bamianlinglong	八面玲珑
bamianlong	八面珑
bamianshifeng	八面驶风
bamianshoudi	八面受敌
bamianweifeng	八面威风
bamianxianguang	八面见光
bamianyingche	八面莹澈
bamianyuan	八面圆
bamianyuantong	八面圆通
bamianzhangluo	八面张罗
bamiaoxiang	拔妙乡
bamiaozhen	巴庙镇
bamiaozhuzhang	拔苗助长
bamilulang	八米卢郎
bamin	罢民|八闽
baming	八冥|八溟
bamishi	八米诗
bamo	八万
bamutianxian	八木天线
bamuxiang	岜暮乡
bana	把那
banama	巴拿马
banan	办案|八难|阪岸|巴南|坝南
banana	巴纳纳
bananhutong	板厂胡同
banannanlisheou	板厂南里社区
banannanlishequ	板厂南里社区
banansanzai	八难三灾
banansheou	八南社区
bananshequ	八南社区
banba	板芭
banbai	颁白|半白|半百
banban	斑斑|般般|斒斑|板板|版版
banbang	颁榜|板榜
banbankekao	班班可考
banbanlala	半半拉拉
banbanliushisi	板板六十四|版版六十四
banbanlulu	半半路路
banbanqiao	板板桥
banbantian	半半天
banbao	般剥|斑剥|板报|半豹
banbei	半杯|办备|半臂
banbeirenhan	半臂忍寒
banbeizi	半辈子
banben	版本|板本
banbenhao	版本号
banbenjilu	版本记录
banbenxue	板本学
banbi	般比|般辟|瘢痺|板壁|半壁|半臂|半璧
banbian	半边|姅变
banbianlian	半边莲
banbianqiao	半边桥
banbianren	半边人
banbianshan	半边山
banbiantian	半边天
banbianyin	半边阴
banbiaozi	半彪子
banbidian	半壁店
banbiheshan	半壁河山
banbijiangshan	半壁江山
banbijie	半壁街
banbin	颁斌|颁鬓|斑鬓
banbing	颁冰
banbingshanlu	半屏山路
banbirenhan	半臂忍寒
banbishanhe	半壁山河
banbixiang	半壁厢
banbo	斑驳|般剥|般礴|斑剥|搬驳|半魄
banboliuli	斑驳陆离
banboluli	班驳陆离|斑驳陆离
banbu	颁布|半步|斑布|版部|版簿
banbudao	办不到
banbudong	搬不动
banbulunyu	半部论语
banbulunyuzhitianxia	半部论语治天下
banbuqiao	半步桥
banbuqiaohutong	半步桥胡同
banca	半拆
bancaer	板擦儿
bancai	板材|斑彩
bancang	斑苍|板仓|半藏
bancao	版曹
bance	板册
bancha	板插|版臿|版插|办差
banchai	办差|半拆
banchan	班禅|般缠|版缠|半蟾|半产
banchaneerdeni	班禅额尔德尼
banchang	搬场|半场|般肠|颁常|斑裳|搬唱
banchanghutong	板厂胡同
banchangnanlisheou	板厂南里社区
banchangnanlishequ	板厂南里社区
banche	班车|板车
bancheng	办成|半程
banchengpin	半成品
banchengzhukou	板城渚口
banchi	坂坻|板齿|版齿|半翅
banchibudian	半痴不颠
banchong	伴种|办冲
banchou	半筹
banchoubuna	半筹不纳
banchoumochan	半筹莫展
banchoumozhan	半筹莫展
banchu	搬出|半除
banchuang	癍疮|板疮|板床|半床
banchundishe	搬唇递舌
banchunjuezui	拌唇撅嘴
banchunlongshe	搬唇弄舌
banchunnongshe	搬唇弄舌
banci	班次|颁赐|瘢疵|板刺|版次|版刺|半刺
bancu	板卒
bancuiji	半衰期
bancuiqi	半衰期
bancuo	板锉
banda	半大|板搭
bandabuxiao	半大不小
bandadunxiao	半大不小
bandaer	半答儿
bandai	板带|半大
bandaibuxiao	半大不小
bandaidunxiao	半大不小
bandaixiang	昄大乡
bandaiye	伴大夜
bandan	般担|斑石
bandang	般当|板荡|版荡|伴当|伴党
bandangyao	半当腰
bandannai	闆勯渿
bandao	搬到|半岛|办到|绊倒|扳倒|阪道|板刀|办道|半道
bandaobiguiyuan	半岛碧桂园
bandaochenbaoshe	半岛晨报社
bandaoer	半道儿
bandaogong	半道红
bandaohong	半道红
bandaohuayuan	半岛花园
bandaojiudian	半岛酒店
bandaomian	板刀面
bandaoren	斑道人
bandaoshanzhuang	半岛山庄
bandaoti	半导体
bandaoyuan	半岛苑
bandaxiang	昄大乡
bandaye	伴大夜
bande	般的|般地|办得
bandedao	办得到
bandeng	板凳|伴等
bandengxiang	板凳乡
bandi	班底|坂坻
bandian	半点|斑点
bandianer	半点儿
bandiao	般调|搬调
bandiaozi	半吊子
bandibugao	半低不高
bandidungao	半低不高
bandie	板堞
bandierxiang	班迪尔乡
banding	颁定|板定|钣锭|半丁
bandong	办东|搬东
bandongbudong	半懂不懂
bandongcun	板洞村
bandongdundong	半懂不懂
bandou	搬斗|搬逗|伴读
bandu	伴读|斑犊|版牍
banduan	半段
bandui	板对
bandundao	办不到
bandundong	搬不动
banduodun	闆舵伅
banduofanpizhiweng	闆舵墦纰庢暡
banduowengpizhifan	闆舵暡纰庢墦
banduoyituanjianyong	闆堕浂鏄熸槦
banduozhui	闆舵墜
bane	半额
baneng	八能
baner	瓣儿|绊儿|般尔|斑儿|板儿
banfa	办法|颁发
banfan	拌饭|版辺|绊翻
banfang	颁方|板房|办房
banfanji	半翻髻
banfanjijunfuzou	闆勫績鍕冨媰
banfei	般费|板扉
banfen	半分
banfenger	半疯儿
banfengfen	闆蜂紛
banfengfuzhoucaiyi	闆烽福绉戝寲
banfengjian	半封建
banfengxiazhoujiayuan	闆锋煆绉戞妧
banfu	般伏|颁付|板斧|板腐|半腹
bangai	版盖|半垓
bangaixiang	帮爱乡
bangan	帮岸|板干
banganbanga	半间半界
banganbu	班干部
banganbuga	半间不界
bangang	班岗
bangao	颁告|办稿|绊韟
bangbai	邦伯
bangban	帮办
bangbang	帮帮|棒棒
bangbangmang	帮帮忙
bangbangqiang	梆梆枪
bangbangtang	棒棒糖
bangbangying	梆梆硬
bangbao	邦宝
bangben	邦本
bangbi	膀臂|邦比
bangbiao	邦表
bangbingchengzhu	蚌病成珠
bangbingshengzhu	蚌病生珠
bangbingxiang	邦丙乡
bangbo	邦伯
bangbu	邦布|帮补
bangbudao	蚌埠道
bangbushangmang	帮不上忙
bangbushi	蚌埠市
bangcai	邦采
bangcaifoubanjuying	浜戝紑闆炬暎
bangcha	帮差
bangchaguxijiongkai	浜茬棝浠囧揩
bangchai	帮差
bangchang	帮场
bangchen	帮衬
bangcheng	磅秤|邦成
bangchong	帮重
bangchu	邦储|帮厨
bangchuan	帮船
bangcou	帮凑
bangcui	邦瘁
bangdai	帮带|绑带
bangdan	榜单|帮石
bangdang	邦党
bangdao	帮到|邦盗|邦道
bangdaomang	帮倒忙
bangdaxiang	帮达乡
bangdayaoyuan	膀大腰圆
bangdayuanyang	棒打鸳鸯
bangde	邦德
bangdian	邦典|邦甸
bangdie	邦谍
bangding	绑定|帮顶|帮丁
bangdong	帮冬
bangdou	邦都
bangdu	邦都
bangduixiang	邦堆乡
bangdunshangmang	帮不上忙
bangduoxiang	旁多乡
bange	半个|办个|榜额|板阁|版盖|半合|伴哥
bangei	颁给|办给
bangeng	般庚|半更
bangengxiang	板庚乡
bangengzi	半更子
bangeqiancheng	半个前程
banger	帮儿
bangeshi	半格诗
bangeshiji	半个世纪
bangexiaoshi	半个小时
bangeyue	半个月
bangfa	邦法
bangfei	绑匪
bangfu	帮扶|邦符|邦赋|帮缚|绑缚
banggong	帮工
banggouchishi	帮狗吃食
banggouchisi	帮狗吃食
banggu	梆鼓
bangguan	邦贯
bangguanlengyan	傍观冷眼
bangguanzheqing	傍观者清
bangguo	邦国
bangguotiancui	邦国殄瘁
bangguxiang	蚌谷乡
banghan	邦翰
banghe	棒喝|傍河
banghexiang	傍河乡
banghongaoweiduoshan	浜哄敖鍏舵墠
banghongbeibanghongdao	浜哄北浜烘捣
banghongcuomagekan	浜烘棤杩滆檻
banghongcuoyuewuhan	浜烘棤瀹屼汉
banghongfucenyanxie	浜轰腑涔嬮緳
banghongguiqibianjia	浜鸿祪淇辫幏
banghonghailukuadun	浜轰骸鏀挎伅
banghonghanfeipangjin	浜轰汉鐨嗙煡
banghonghanlianbianhuan	浜轰汉鏈変唤
banghonghujuanhongtong	浜烘弧涓烘偅
banghongjihudiangai	浜哄績鍙垫祴
banghongjilangduodui	浜哄績鎯舵兌
banghongjiwenjugai	浜哄績闅炬祴
banghongjiyangkuiyi	浜哄績鍚戣儗
banghongkuiweijieji	浜洪潰鍏藉績
banghongkuiweijiji	浜洪潰鍏藉績
banghongshanchawopi	浜烘墠杈堝嚭
banghongshanwenjugou	浜烘墠闅惧緱
banghongshanxianzhitao	浜烘墠娴庢祹
banghongyuliansuizhi	浜哄悇鏈夊織
banghongzhuanjuanqujin	浜轰簨涓嶇煡
banghou	邦侯|邦后
banghu	帮护
banghuangshicuo	仿徨失措
banghuasuiliu	傍花随柳
banghuchishi	帮虎吃食
banghuchisi	帮虎吃食
banghui	帮会
bangji	邦基|邦绩|邦畿|邦极|邦籍|邦计|邦纪|邦寄
bangjia	绑架|邦家
bangjiaboluandianmei	浜戞渤娈甸渼
bangjiachangcenpinque	浜戞偿涔嬪埆
bangjiaerliangzhijiao	浜戞贰椋庤交
bangjiao	帮教|邦交|邦教
bangjiazhibanjuying	浜戞秷闆炬暎
bangjie	邦家|邦节|邦杰|邦桀|绑劫
bangjin	邦禁
bangjing	邦经
bangjun	邦君
bangke	邦客|棒客
bangkou	帮口
bangkuai	帮会
bangkuihuo	浜戣吙
bangkun	帮困
banglao	邦老
banglaoer	棒老二
bangle	帮了
bangledaimang	帮了大忙
bangledamang	帮了大忙
bangli	邦礼|邦理
banglian	邦联
bangliang	邦良
bangliaodaimang	帮了大忙
bangliaodamang	帮了大忙
bangligancennixing	浜曞簳涔嬭洐
banglou	帮耧
banglu	邦禄
banglue	邦略
banglun	邦论
bangluo	梆锣
banglv	邦闾
bangmang	帮忙
bangmao	邦懋
bangmen	邦门
bangmengganlianqunxun	浜曚簳鏈夋潯
bangmengganliansuishi	浜曚簳鏈夊簭
bangmu	邦牧|邦墓
bangni	帮你
bangnin	帮您
bangong	办公|斑红|半弓
bangongbandou	半工半读
bangongbandu	半工半读
bangongchangsuo	办公场所
bangongdalou	办公大楼
bangongdidian	办公地点
bangonghui	办公会
bangonghuiyi	办公会议
bangongjiaju	办公家具
bangongkuaiyi	办公会议
bangonglou	办公楼
bangongqu	办公区
bangongruanjian	办公软件
bangongshebei	办公设备
bangongshi	办公室
bangongsi	办公司
bangongting	办公厅
bangongxingshang	班功行赏
bangongyongpin	办公用品
bangongzhuo	办公桌
bangpai	帮派
bangpeng	邦朋
